ListingKey,FirstRecordedCreditLine,Occupation,AmountDelinquent,BorrowerRate,StatedMonthlyIncome,year
CDB23583596494716B8AECC,1999-04-07 00:00:00,Administrative Assistant,0.0,0.1769,4166.666667,1999
4A9B3558315949481061589,1996-11-01 00:00:00,Laborer,0.0,0.2099,4166.666667,1996
92F335918843225709B62B0,1986-05-01 00:00:00,Executive,360.0,0.1915,17916.666667,1986
5C963596469914791E627C1,2001-06-18 00:00:00,Laborer,0.0,0.1314,3250.0,2001
043D3389270464618FF9BA8,1995-09-01 00:00:00,Sales - Retail,475.0,0.03,3750.0,1995
5FB43460159767446A09B2A,1985-08-01 00:00:00,Teacher,0.0,0.35,6000.0,1985
0B843532626087894DBBCA8,1999-12-20 00:00:00,Food Service,0.0,0.2561,3750.0,1999
AFE93552145211279E270E6,2000-01-15 00:00:00,Police Officer/Correction Officer,0.0,0.2099,6250.0,2000
00663416006771140B07632,2007-05-04 00:00:00,Student - College Freshman,0.0,0.2279,866.666667,2007
01E33553739474914EF9E8C,1989-12-31 00:00:00,Clerical,0.0,0.2099,2666.666667,1989
C02735085215810240FE6B5,1992-10-23 00:00:00,Sales - Retail,0.0,0.3199,4583.333333,1992
5167359373898229939720A,1993-07-20 00:00:00,Accountant/CPA,0.0,0.184,5466.666667,1993
CB503524549862575DF7BB2,1996-07-25 00:00:00,Computer Programmer,0.0,0.3199,5000.0,1996
1D1F3593144587985A4A44B,2002-09-10 00:00:00,Accountant/CPA,0.0,0.105,3608.333333,2002
45C935932792967075F3E00,1994-12-16 00:00:00,Teacher,561.0,0.2469,5666.666667,1994
F727351936174714605D2E5,2002-05-10 00:00:00,Computer Programmer,0.0,0.0899,8833.333333,2002
9D863600422065681EF47AA,2002-01-09 00:00:00,Food Service Management,0.0,0.1875,5003.25,2002
CAB9351061909253607F3AF,1999-05-23 00:00:00,Military Enlisted,0.0,0.1999,2811.0,1999
C4A43541556011978B76157,1996-11-03 00:00:00,Analyst,5516.0,0.1845,6458.583333,1996
30C63519817261289AFF79A,1989-10-01 00:00:00,Administrative Assistant,0.0,0.3125,2500.0,1989
18633502790520131475079,2004-10-01 00:00:00,Sales - Retail,0.0,0.35,2000.0,2004
161335087446963247BB048,2000-03-08 00:00:00,Sales - Retail,0.0,0.3125,4275.0,2000
A22835982331815710216FD,2000-01-15 00:00:00,Police Officer/Correction Officer,0.0,0.0659,9583.333333,2000
49103518325891192687AAE,1996-09-03 00:00:00,Computer Programmer,0.0,0.0799,11472.083333,1996
02E03547461054034CBF014,1990-05-17 00:00:00,Analyst,0.0,0.1151,7361.416667,1990
1458354602912491676CC16,1988-09-26 00:00:00,Computer Programmer,739.0,0.3177,5000.0,1988
3DE73381170487881615DA2,2003-07-27 00:00:00,Clerical,0.0,0.19,2970.0,2003
3E203593842477930D59C98,1983-02-07 00:00:00,Retail Management,0.0,0.1249,6833.333333,1983
52DA3594164416174CCE8A9,1997-07-07 00:00:00,Clerical,0.0,0.195,5333.333333,1997
FE03353794744452754E97C,1996-08-17 00:00:00,Nurse (RN),0.0,0.1449,9166.666667,1996
669D3420571027505F55BF2,1986-04-11 00:00:00,Retail Management,0.0,0.2074,6666.666667,1986
4BAB3593795152796908CF7,2000-04-17 00:00:00,Nurse (RN),3575.0,0.2155,3166.666667,2000
93E235732030201561D5F85,1995-12-13 00:00:00,Analyst,3914.0,0.2099,8833.333333,1995
0C25360216564271313E839,1999-10-18 00:00:00,Computer Programmer,0.0,0.1039,9083.333333,1999
5C8C3582702048170150590,1980-11-01 00:00:00,Sales - Retail,0.0,0.3134,3416.666667,1980
7C5835411835986871245C7,1991-03-22 00:00:00,Nurse's Aide,0.0,0.3177,2666.666667,1991
4BDC33878753625420648F2,2000-10-11 00:00:00,Accountant/CPA,0.0,0.1725,4980.75,2000
F9DA35530005007087C7636,1993-07-26 00:00:00,Construction,0.0,0.1897,5416.666667,1993
E795357677868914821B988,1999-05-04 00:00:00,Nurse (RN),0.0,0.0849,8750.0,1999
B3D53599746665140D636A4,2001-08-07 00:00:00,Sales - Commission,0.0,0.1655,2916.666667,2001
7BD23556974128548CE762D,2002-09-11 00:00:00,Sales - Retail,0.0,0.1414,4166.666667,2002
EC0934208599157911EFAEB,2001-12-10 00:00:00,Sales - Retail,0.0,0.35,2000.0,2001
FDF635595219693830F31F3,1995-03-20 00:00:00,Military Officer,0.0,0.2324,10000.0,1995
E1CE35932164367902D348B,1987-06-10 00:00:00,Social Worker,0.0,0.0949,4838.916667,1987
027733886963716545F8CDB,2004-08-02 00:00:00,Sales - Retail,0.0,0.1815,1025.0,2004
B1B535976721132077F5F78,1991-05-01 00:00:00,Clerical,0.0,0.1745,4166.666667,1991
9C8C3486545771610135752,1995-06-15 00:00:00,Analyst,0.0,0.103,11833.333333,1995
BED33603886480620376A61,1991-02-01 00:00:00,Construction,0.0,0.145,9750.0,1991
64253433857642482A4E308,1990-07-01 00:00:00,Laborer,0.0,0.277,5000.0,1990
7A9D3582653100480D3ABCC,2007-05-04 00:00:00,Truck Driver,0.0,0.1649,4583.333333,2007
3209358640080067053EFF0,2003-02-06 00:00:00,Construction,426.0,0.2432,2083.333333,2003
07703593391731825F3AE60,2003-03-28 00:00:00,Engineer - Electrical,0.0,0.1349,5333.333333,2003
E1A1340249890429958B763,1994-02-02 00:00:00,Engineer - Mechanical,0.0,0.13,4750.0,1994
83D835584634125645E5FE9,1997-11-10 00:00:00,Tradesman - Plumber,0.0,0.2449,3750.0,1997
2B833428352386344F8B31B,2005-05-20 00:00:00,Military Enlisted,0.0,0.2774,1583.333333,2005
65813530299161364D4158D,2003-04-25 00:00:00,Analyst,0.0,0.3149,5500.0,2003
D5B53602178314053AB1B2B,1986-10-01 00:00:00,Food Service,0.0,0.15,2916.666667,1986
2D983533036219861048330,1979-09-16 00:00:00,Teacher,0.0,0.2005,1416.666667,1979
C3353411075770080D42358,1994-01-31 00:00:00,Sales - Commission,0.0,0.14,1527.416667,1994
30883502281046674AE5271,1997-03-13 00:00:00,Clerical,0.0,0.295,3333.333333,1997
D7A735806060415129A53E2,1982-06-01 00:00:00,Retail Management,0.0,0.2179,4916.666667,1982
FE673566988746457CC0A8E,1988-04-01 00:00:00,Police Officer/Correction Officer,0.0,0.2118,6916.666667,1988
3F9036001022962499DF0BE,1996-09-22 00:00:00,Accountant/CPA,39.0,0.285,5970.833333,1996
13D03574151505792002BAD,1993-10-25 00:00:00,Skilled Labor,0.0,0.0869,7731.333333,1993
7F8C34115094875436377A4,1995-05-01 00:00:00,Computer Programmer,0.0,0.0674,5283.333333,1995
F74935445111922836B40E7,2005-08-31 00:00:00,Clerical,0.0,0.0964,2000.0,2005
C3843558457786523FCCFBE,1995-10-24 00:00:00,Administrative Assistant,0.0,0.3177,3050.0,1995
A7733484827076999A2AA65,1999-10-30 00:00:00,Food Service,0.0,0.2625,2083.333333,1999
411C35972029965273C5954,1997-05-22 00:00:00,Truck Driver,442.0,0.1239,4583.333333,1997
31B63522390078929C72077,1989-12-15 00:00:00,Civil Service,10085.0,0.2399,4955.833333,1989
C9B435925359930473DE345,1983-02-01 00:00:00,Laborer,0.0,0.166,5833.333333,1983
97223481860453251EDE207,2005-05-13 00:00:00,Sales - Retail,0.0,0.2625,1783.333333,2005
E5163594488300080508DD0,1998-12-31 00:00:00,Accountant/CPA,0.0,0.2379,5583.333333,1998
AB293395844755723F7FC56,1987-03-06 00:00:00,Executive,206.0,0.19,11666.666667,1987
84C93467030900469A3D814,1994-04-09 00:00:00,Analyst,0.0,0.261,6545.166667,1994
6B553471621286756946BC9,1996-12-10 00:00:00,Attorney,0.0,0.061,6041.666667,1996
A7C73602561830570AEDD83,1996-09-01 00:00:00,Retail Management,0.0,0.21,6000.0,1996
D3DE359600036205035CDAF,1996-09-11 00:00:00,Truck Driver,0.0,0.0809,4333.333333,1996
086D35047068348084B2A25,1992-06-08 00:00:00,Civil Service,0.0,0.1449,3566.666667,1992
B8103572034844057EDC39E,1998-02-10 00:00:00,Teacher,0.0,0.1864,5750.0,1998
72DD3588986723426D5C09C,2006-06-26 00:00:00,Administrative Assistant,0.0,0.1679,3166.666667,2006
F8A835892634950239A1AB9,2009-11-12 00:00:00,Administrative Assistant,0.0,0.2469,3166.666667,2009
00F73519262689935D5FD6C,1989-01-09 00:00:00,Professor,0.0,0.3199,5000.0,1989
F5403416631320141747B4E,1990-09-01 00:00:00,Sales - Retail,7010.0,0.35,0.0,1990
79C9350670637293508C427,1997-10-24 00:00:00,Skilled Labor,0.0,0.1999,2666.666667,1997
4511354986560273224D495,1997-10-31 00:00:00,Computer Programmer,0.0,0.127,6416.666667,1997
31A83402075158297FA6766,1985-02-01 00:00:00,Police Officer/Correction Officer,0.0,0.103,4166.666667,1985
4B6A3566441179684DBE96D,2002-02-20 00:00:00,Truck Driver,0.0,0.2199,3833.333333,2002
DB8336003232676871694E7,1993-03-15 00:00:00,Skilled Labor,0.0,0.0879,5000.0,1993
C8B03478315543272B13AFD,2000-03-09 00:00:00,Retail Management,0.0,0.199,5083.333333,2000
5B9F35961418338227F73DE,2001-10-24 00:00:00,Truck Driver,0.0,0.1535,3666.666667,2001
8EE333826436543069E61C5,2001-10-14 00:00:00,Tradesman - Plumber,2746.0,0.235,5100.833333,2001
5C9D3391754211836F4B645,1986-09-30 00:00:00,Clerical,130.0,0.2161,2873.333333,1986
3A463600400766180924E7B,1984-02-15 00:00:00,Accountant/CPA,917.0,0.1099,6666.666667,1984
C9F3356148631152074F61A,1998-06-01 00:00:00,Food Service,0.0,0.0974,1666.666667,1998
EEEC35069957667960ECB12,2008-02-07 00:00:00,Sales - Retail,0.0,0.2699,2916.666667,2008
EC183416955790868753378,1997-08-20 00:00:00,Student - College Graduate Student,0.0,0.126,2417.0,1997
51DB35583953110430CD48D,2000-06-28 00:00:00,Skilled Labor,0.0,0.2124,2583.333333,2000
FC7136002611598891D1B81,1990-01-01 00:00:00,Landscaping,0.0,0.1535,2916.666667,1990
5EAE3537253777084A1015B,1984-11-16 00:00:00,Executive,0.0,0.2049,10416.666667,1984
C83C3429388201484A6F1FD,2000-08-22 00:00:00,Accountant/CPA,0.0,0.1697,2816.666667,2000
54AC358142785788951DCBA,1992-04-18 00:00:00,Sales - Commission,296.0,0.1874,17083.333333,1992
27DF3531069074524EAB248,1999-04-01 00:00:00,Executive,0.0,0.2537,10000.0,1999
C09D33878929388106E82C2,1994-03-23 00:00:00,Accountant/CPA,0.0,0.1175,9583.333333,1994
9C5D3561076438480A03A02,1976-08-01 00:00:00,Administrative Assistant,6202.0,0.3232,5916.666667,1976
D58135494357542930E5642,2002-12-01 00:00:00,Accountant/CPA,0.0,0.101,4750.0,2002
6AAE3520847820119C1C2AF,1988-04-01 00:00:00,Analyst,0.0,0.1599,7916.666667,1988
5C163508623045719298E28,1997-11-18 00:00:00,Computer Programmer,0.0,0.3199,12083.333333,1997
7C59341711803627302E25E,2001-08-21 00:00:00,Accountant/CPA,0.0,0.07,3000.0,2001
0DC43551013064691C04416,1988-09-23 00:00:00,Executive,0.0,0.0964,8500.0,1988
393D3586183809268390528,1996-04-25 00:00:00,Food Service,0.0,0.2419,1750.0,1996
2291359199584711277E066,1993-11-11 00:00:00,Police Officer/Correction Officer,0.0,0.1695,5000.0,1993
553235949442864129D349A,1985-02-01 00:00:00,Retail Management,0.0,0.1099,12725.0,1985
82E33515291466501B5AEBD,1983-02-21 00:00:00,Administrative Assistant,0.0,0.1029,3083.333333,1983
C5EA3490685734626DCC254,1989-04-22 00:00:00,Executive,0.0,0.275,6416.666667,1989
D9AB3530212060969DC1A12,1999-08-18 00:00:00,Analyst,0.0,0.1074,10416.666667,1999
E9B5356304668884998B9A5,1999-08-14 00:00:00,Analyst,119.0,0.1939,4957.333333,1999
398C3410205993821B381BE,1989-01-30 00:00:00,Postal Service,0.0,0.14,5500.0,1989
35113586293088828096405,1996-10-16 00:00:00,Executive,0.0,0.2506,7250.0,1996
FDD43416823639621272343,1986-03-26 00:00:00,Fireman,0.0,0.11,6666.666667,1986
31D83590275423037547EB1,1982-08-24 00:00:00,Military Enlisted,0.0,0.195,6416.666667,1982
71C2340109095088293289C,1996-01-05 00:00:00,Student - College Graduate Student,0.0,0.0801,1190.166667,1996
F24A3427179276322694FF8,2005-09-29 00:00:00,Tradesman - Carpenter,0.0,0.2025,1666.666667,2005
EC2B34082463134438126D9,1998-02-25 00:00:00,Computer Programmer,0.0,0.055,6833.333333,1998
D2A73585620329541BB7358,1995-05-18 00:00:00,Laborer,6267.0,0.3006,3333.333333,1995
C3F63535229936721E6E548,1980-01-01 00:00:00,Clerical,0.0,0.2687,3603.0,1980
195734226930237372C8A5E,2003-06-09 00:00:00,Waiter/Waitress,641.0,0.2316,1020.833333,2003
64D6358994595191826CAFA,1995-02-03 00:00:00,Investor,0.0,0.2225,3200.0,1995
FCB83557136502541BF1194,1998-09-04 00:00:00,Executive,0.0,0.0974,7500.0,1998
136D3535368431041FD042C,1996-12-27 00:00:00,Computer Programmer,0.0,0.1465,4508.833333,1996
806735809694289528569CB,1982-04-01 00:00:00,Retail Management,0.0,0.2159,4500.0,1982
CADF3388532636903EE2D6B,1997-03-15 00:00:00,Executive,2542.0,0.24,3166.666667,1997
FBBE358984140734020DBD8,2003-12-12 00:00:00,Retail Management,0.0,0.162,6586.666667,2003
B7DA3415925466920084B3D,1997-02-01 00:00:00,Analyst,0.0,0.077,7500.0,1997
B76535815282587637FBBF5,1982-10-21 00:00:00,Police Officer/Correction Officer,0.0,0.1099,6500.0,1982
F7DE343160701801171B496,1980-02-08 00:00:00,Realtor,0.0,0.1135,2500.0,1980
FC8A36013385998582F6F56,1980-03-25 00:00:00,Nurse (RN),0.0,0.1099,9333.333333,1980
54E935610389534387B8558,1994-01-28 00:00:00,Engineer - Mechanical,0.0,0.1774,16666.666667,1994
6D4B3602794055435599CEF,2006-09-22 00:00:00,Realtor,0.0,0.1745,3583.333333,2006
DAA8359617062648117F891,1998-03-04 00:00:00,Student - College Freshman,0.0,0.2474,2750.0,1998
6771357062006080450782D,1993-06-01 00:00:00,Clerical,0.0,0.2049,1083.333333,1993
937435921651595198A1B31,1997-12-19 00:00:00,Truck Driver,0.0,0.0766,5641.666667,1997
67C2353008163429602B0A0,1992-07-01 00:00:00,Computer Programmer,0.0,0.2205,6333.333333,1992
FCFF34337463582987D381B,1996-04-16 00:00:00,Engineer - Mechanical,0.0,0.35,5666.666667,1996
694B3530622285318949B77,1992-03-01 00:00:00,Executive,476.0,0.3149,9333.333333,1992
30813540789142733079A01,1997-08-08 00:00:00,Food Service Management,0.0,0.2049,4854.166667,1997
759634263074551106B0B55,1989-04-03 00:00:00,Sales - Commission,0.0,0.1075,4333.333333,1989
6D6B35963127624047A4D8B,1992-08-25 00:00:00,Teacher,0.0,0.197,2000.0,1992
C580359049324414747032E,2002-03-05 00:00:00,Food Service Management,0.0,0.166,6666.666667,2002
1891354393235163794FE25,1987-06-13 00:00:00,Food Service Management,1110.0,0.3177,1833.333333,1987
E0EA356182808496317A36A,2007-11-01 00:00:00,Clerical,0.0,0.2398,3083.333333,2007
D7B43592523485991728827,1989-03-19 00:00:00,Skilled Labor,0.0,0.2769,3333.333333,1989
E50E357647758041737C1EF,2001-10-10 00:00:00,Retail Management,0.0,0.1219,10416.666667,2001
CEA735459490652886E9C77,1997-12-11 00:00:00,Construction,0.0,0.1385,11000.0,1997
6C5B3602240121425AB975A,1996-12-23 00:00:00,Nurse (RN),0.0,0.0769,8166.666667,1996
F7FC35606796537427B412A,1995-10-20 00:00:00,Nurse (LPN),0.0,0.2932,2773.333333,1995
75AD3414232390786BE0CD4,1986-05-01 00:00:00,Sales - Commission,0.0,0.124,21901.166667,1986
AA3D3603469471478368497,1990-04-01 00:00:00,Clerical,0.0,0.28,2083.333333,1990
5D443583625859358BB87D2,1988-05-24 00:00:00,Teacher's Aide,0.0,0.2932,2083.333333,1988
6FD3348694260680611AD28,1984-06-01 00:00:00,Truck Driver,0.0,0.3384,7500.0,1984
B9D3340112014122360DF53,1999-03-31 00:00:00,Accountant/CPA,0.0,0.13,1776.666667,1999
2AD93596132214660C6F1F4,1995-11-15 00:00:00,Nurse (RN),0.0,0.0769,5461.666667,1995
B0CD34792763171914FB482,1997-03-28 00:00:00,Medical Technician,0.0,0.31,4044.666667,1997
7D373580726054530C8306A,1990-02-14 00:00:00,Tradesman - Mechanic,0.0,0.0849,9166.666667,1990
DB0F3601277251195611EA7,1983-10-01 00:00:00,Construction,0.0,0.197,2416.666667,1983
34233574942149398FEFADD,2002-06-18 00:00:00,Truck Driver,0.0,0.1734,20164.583333,2002
5F0534837800331939E7A21,2001-10-26 00:00:00,Administrative Assistant,0.0,0.2465,3302.0,2001
544E358960053626992F596,2006-05-16 00:00:00,Sales - Retail,0.0,0.2699,5166.666667,2006
E14F3599237699577FDC80A,2000-11-28 00:00:00,Nurse (LPN),0.0,0.1099,6666.666667,2000
3885354622509367246DDF6,1987-04-26 00:00:00,Attorney,0.0,0.1768,9187.75,1987
77A73504069377130CDA3F4,1972-06-01 00:00:00,Computer Programmer,0.0,0.0599,3750.0,1972
23483478451544140A45D2E,1998-09-25 00:00:00,Computer Programmer,45.0,0.3,5500.0,1998
13DB3496821402186756405,1987-12-01 00:00:00,Engineer - Mechanical,0.0,0.1365,10000.0,1987
6DAE3599939781662FA735F,1994-03-18 00:00:00,Landscaping,0.0,0.197,10.0,1994
2BA93410754329927F3395C,1991-10-10 00:00:00,Administrative Assistant,0.0,0.1377,3333.333333,1991
E8A83593605366442D506B8,1982-08-01 00:00:00,Executive,0.0,0.2045,7000.0,1982
5F443425391141407FEC251,1992-05-01 00:00:00,Executive,0.0,0.1887,4166.666667,1992
88FD3602822754130F2391A,1999-01-26 00:00:00,Truck Driver,0.0,0.1535,5250.0,1999
161534016377920316EB16A,1981-12-02 00:00:00,Sales - Commission,0.0,0.117,15583.333333,1981
4C6834113463444432F72BA,1987-05-01 00:00:00,Police Officer/Correction Officer,0.0,0.27,6500.0,1987
A4C33417625231251D1B686,2007-06-11 00:00:00,Laborer,0.0,0.142,1708.333333,2007
D028353542773832126AE61,1991-12-06 00:00:00,Administrative Assistant,0.0,0.2121,3333.333333,1991
0A353563870597903841CAC,1989-05-06 00:00:00,Nurse (RN),0.0,0.2024,6020.166667,1989
AB683589613057918E1515A,1997-11-10 00:00:00,Attorney,0.0,0.2225,5343.75,1997
905835471145855308FDE19,1987-02-24 00:00:00,Civil Service,0.0,0.3177,2666.666667,1987
8FE13574752423944630E15,1998-04-06 00:00:00,Clerical,0.0,0.2059,2125.0,1998
43DC3500484843788053845,2001-07-11 00:00:00,Administrative Assistant,0.0,0.1095,3833.333333,2001
41373566632167018CA350C,1995-06-09 00:00:00,Police Officer/Correction Officer,0.0,0.2419,8250.0,1995
888E339685548435571C26F,1995-08-18 00:00:00,Computer Programmer,1181.0,0.29,4833.333333,1995
B4E935873772438650DBF83,1976-11-01 00:00:00,Skilled Labor,0.0,0.1734,8166.666667,1976
2C923587644214141DBF4FA,1998-12-30 00:00:00,Computer Programmer,0.0,0.2099,5416.666667,1998
74C835927545466120CBFA7,1990-03-20 00:00:00,Executive,0.0,0.099,13750.0,1990
380A36031586307711D85AB,1995-06-21 00:00:00,Sales - Retail,0.0,0.1159,3500.0,1995
B7C335962476740982BBC44,1987-07-03 00:00:00,Retail Management,0.0,0.15,5854.833333,1987
60D435997226931613DEEC8,2006-10-20 00:00:00,Investor,0.0,0.162,5000.0,2006
22573584756308205F5F1CD,1986-04-02 00:00:00,Police Officer/Correction Officer,0.0,0.1034,3583.333333,1986
BA1136024093456710D0179,2002-10-25 00:00:00,Nurse (RN),0.0,0.1905,6083.333333,2002
DA123600410779670A0B939,1996-05-30 00:00:00,Fireman,0.0,0.194,5978.666667,1996
C9DB359151986408831ADE8,1987-05-01 00:00:00,Landscaping,0.0,0.2699,4000.0,1987
0FB934020666075621A7D08,1993-09-30 00:00:00,Sales - Commission,0.0,0.13,3000.0,1993
35903565674885129EC2F86,1980-06-01 00:00:00,Computer Programmer,0.0,0.0974,7250.0,1980
DA1C3541468700992062548,1994-10-18 00:00:00,Truck Driver,0.0,0.2468,3583.333333,1994
14ED3393297728018372CEF,1995-02-01 00:00:00,Sales - Retail,0.0,0.1059,0.083333,1995
24623595071521092E0D7FF,1998-11-09 00:00:00,Analyst,0.0,0.197,8750.0,1998
D6243421262887625E166CA,1993-03-03 00:00:00,Sales - Commission,0.0,0.1045,9166.666667,1993
3FA1339991860795305FCAD,1994-03-04 00:00:00,Analyst,0.0,0.16,5416.666667,1994
E51E338394663109339DC38,1994-11-15 00:00:00,Sales - Commission,0.0,0.0865,9166.666667,1994
D5523399474746700C2B9B5,1998-06-28 00:00:00,Student - College Graduate Student,0.0,0.1,0.0,1998
6F893578110056739CF83FE,1990-02-01 00:00:00,Computer Programmer,0.0,0.1299,7916.666667,1990
F5253419851577233434E21,2001-07-17 00:00:00,Nurse's Aide,0.0,0.1235,5166.666667,2001
1D12350839512566268D3B0,1998-06-29 00:00:00,Computer Programmer,0.0,0.082,6516.666667,1998
A09F3395367412119157139,2000-09-18 00:00:00,Clerical,4022.0,0.209,3750.0,2000
F1A73583242489723602892,1993-06-02 00:00:00,Doctor,0.0,0.1219,14446.5,1993
C2103522593321186C66AF4,1998-02-27 00:00:00,Engineer - Mechanical,0.0,0.3125,4166.666667,1998
FCC73600273977642DB2861,2002-01-26 00:00:00,Executive,0.0,0.0809,30000.0,2002
4D8B3534600620019276397,2006-12-07 00:00:00,Military Enlisted,0.0,0.2151,3194.916667,2006
A5BA3603588497388A0BD63,1990-06-01 00:00:00,Social Worker,0.0,0.192,4000.0,1990
8FE13561219905971D27E47,2008-02-19 00:00:00,Waiter/Waitress,0.0,0.3177,1250.0,2008
BEE83598402650657DAEBB7,1997-02-07 00:00:00,Teacher,0.0,0.1655,7083.333333,1997
A1BB3601197097390FFB41F,1997-05-07 00:00:00,Analyst,0.0,0.1465,5833.333333,1997
6FA535018782319136B752F,1991-11-05 00:00:00,Laborer,0.0,0.2872,5000.0,1991
6B0C34759470242779F3E30,2000-01-27 00:00:00,Clerical,0.0,0.16,3282.666667,2000
AEE2356622407461694CF2C,1986-01-01 00:00:00,Clerical,791.0,0.2262,4958.333333,1986
56733478296023063F9D199,2002-02-20 00:00:00,Truck Driver,0.0,0.2725,3333.333333,2002
CEBD36016528879504EB8BA,1991-06-03 00:00:00,Executive,0.0,0.1189,10833.333333,1991
CF2235205590994245CE275,1988-08-30 00:00:00,Computer Programmer,92177.0,0.3199,6250.0,1988
2470352548989468091BADB,2001-06-15 00:00:00,Accountant/CPA,0.0,0.3125,4833.333333,2001
572235695713010146C78C0,1987-01-01 00:00:00,Food Service Management,0.0,0.2064,5666.666667,1987
0C7C35982643127779A493C,1998-08-21 00:00:00,Sales - Retail,283.0,0.1139,2375.0,1998
37B53522171062153E9DCC2,1995-12-01 00:00:00,Principal,0.0,0.2199,8298.083333,1995
CA063589585522272AF5DC2,1991-06-14 00:00:00,Nurse (RN),10.0,0.0949,3333.333333,1991
9D8B3399359978684D562BD,1996-06-14 00:00:00,Military Enlisted,2584.0,0.19,3916.666667,1996
02AF3601695822618703A32,1998-03-20 00:00:00,Civil Service,6551.0,0.1535,4333.333333,1998
204434078583507325B5EE4,2006-09-20 00:00:00,Laborer,0.0,0.0978,3220.5,2006
FE023404409039428B416BA,2002-07-10 00:00:00,Teacher,0.0,0.12,3500.0,2002
BD3035841743192979DBE8F,1997-10-18 00:00:00,Truck Driver,0.0,0.1474,6500.0,1997
1F3A355143034040062807F,1996-05-17 00:00:00,Clerical,0.0,0.3177,2666.666667,1996
5DAF353776647831446EB04,2004-10-30 00:00:00,Analyst,0.0,0.3099,18750.0,2004
ACA1359881327867442CED2,1996-04-11 00:00:00,Teacher,0.0,0.1274,8666.666667,1996
48163412388613746D616C8,1995-04-28 00:00:00,Administrative Assistant,0.0,0.198,1750.0,1995
CBD23576796863498149B54,1977-06-01 00:00:00,Nurse (LPN),0.0,0.2346,3000.0,1977
C8AE355149037865741AB75,1984-03-01 00:00:00,Accountant/CPA,0.0,0.1151,6250.0,1984
AEC7359223064751782158C,1992-09-15 00:00:00,Computer Programmer,0.0,0.14,8752.25,1992
24AD34029199640570B52EA,1994-11-25 00:00:00,Police Officer/Correction Officer,609.0,0.215,5471.166667,1994
9A4B352896115170258EE89,1985-06-25 00:00:00,Nurse (RN),0.0,0.1799,4166.666667,1985
1FA23579572171050E7B840,1999-04-03 00:00:00,Sales - Commission,0.0,0.1824,4166.666667,1999
0E033585413525095D2E91E,1996-07-19 00:00:00,Pharmacist,691.0,0.1639,10416.666667,1996
622E3419402100680B5C09A,1998-01-06 00:00:00,Social Worker,0.0,0.249,9583.333333,1998
BE02359015695910995CC07,1995-04-28 00:00:00,Food Service Management,0.0,0.1485,4500.0,1995
8F963580954843690FF48C5,1993-08-01 00:00:00,Laborer,0.0,0.3134,194.333333,1993
CFD03585727450554D8BFA5,1979-10-18 00:00:00,Clerical,0.0,0.1984,5916.666667,1979
47E7357806056188208414F,1992-02-03 00:00:00,Police Officer/Correction Officer,0.0,0.2024,9416.666667,1992
805B339071022050801EE1A,1995-10-11 00:00:00,Social Worker,0.0,0.1399,4750.0,1995
F1E73540733581397A4C387,2003-10-08 00:00:00,Social Worker,0.0,0.1449,3166.666667,2003
6FAB3510377711356B0291C,1999-09-30 00:00:00,Police Officer/Correction Officer,0.0,0.2899,5655.416667,1999
9ADB34105867409043B4243,1995-02-01 00:00:00,Medical Technician,0.0,0.0895,2194.583333,1995
97323407409385130E1C0BC,1987-07-25 00:00:00,Civil Service,6476.0,0.35,8750.0,1987
F1D03424921531277C3BC3F,1997-09-17 00:00:00,Skilled Labor,0.0,0.1415,3583.333333,1997
16AF3424527620227FE9AF1,1992-05-01 00:00:00,Engineer - Mechanical,7807.0,0.29,6666.666667,1992
F805342020649793413D5D4,1998-07-23 00:00:00,Tradesman - Electrician,0.0,0.129,5416.666667,1998
4A203413903578675EA4822,1991-03-21 00:00:00,Sales - Retail,2737.0,0.24,1625.0,1991
730D3463773821916DE0F04,1993-03-16 00:00:00,Executive,0.0,0.35,30833.333333,1993
044D3382981888139F25F0B,1987-10-16 00:00:00,Skilled Labor,0.0,0.13,2083.333333,1987
3B76359814279471388FDA4,1990-12-19 00:00:00,Engineer - Electrical,0.0,0.1465,4000.0,1990
942A343251205584727B19A,2001-07-26 00:00:00,Computer Programmer,0.0,0.0705,4333.333333,2001
9C5A3545524619157F0CECB,1999-12-07 00:00:00,Teacher,0.0,0.3177,3333.333333,1999
E25A3544458003025B301A1,1988-09-01 00:00:00,Truck Driver,2612.0,0.3177,3583.333333,1988
18623406587232988756105,1979-03-15 00:00:00,Nurse (RN),0.0,0.123,7856.333333,1979
AFE83604562903708A3E487,1993-11-22 00:00:00,Retail Management,0.0,0.1199,5000.0,1993
7DDB35629025528161EC317,2008-11-06 00:00:00,Military Enlisted,0.0,0.2024,3500.0,2008
456D347299603286333614B,1995-02-02 00:00:00,Truck Driver,0.0,0.35,4166.666667,1995
CF703479617296923C1C52C,1991-11-01 00:00:00,Executive,0.0,0.1204,4166.666667,1991
9725359942005193537511D,2000-02-09 00:00:00,Clerical,0.0,0.1239,6416.666667,2000
6CF03483860890418866BF9,1996-10-03 00:00:00,Skilled Labor,0.0,0.35,6208.333333,1996
7C9E341918675406393DB62,1998-11-11 00:00:00,Food Service Management,0.0,0.1855,2083.333333,1998
A4D23599707838644D0201A,1991-04-18 00:00:00,Computer Programmer,0.0,0.0879,7500.0,1991
004D3593145226172772AF5,2001-10-15 00:00:00,Engineer - Electrical,0.0,0.184,9583.333333,2001
